	coreid	status	nwords_original	nwords_result	nwords_val	nwords_recovered	nwords_omitted	nwords_created	nwords_recovered_val	nwords_created_val	common_words	original_only	result_only	common_words_val	val_only
140	wfo-0001027359	success	220	115	51	63	157	52	46	5	.5,/3,0-3,0.3-1.2,0.5,anther,apex,apparently,base,berry,branched,bright,calyx,cell,chartaceous,cm,cream,cuneate,dark,difoliate,entire,equal,filament,fruit,fruiting,green,lateral,leaf,length,less,lobed,long,lower,margin,marking,mature,maturity,membranous,mm,moderately,pale,pedicel,petiole,poricidal,prickle,purple,red,reflexed,shrub,spherical,spreading,stellate,stellate-pubescent,stem,surface,tapering,terminal,tip,trichome,unit,way,white,young	-20,-3,-4,-7,.1,.2,/4,0-2,0-5,0-9,0.1,0.1-0.2,0.1-0.2-0.25,0.1-1.5,0.3-0.5,0.5-1,0.5-2,0.6-0.8,0.6-1,1-1.2,1-2,1-3,1-4,1-5,1.2-1.5-2,1.2-2,1.5-2,1.5-2.5,1.8-3.2,1/5-1/4,2-10,2-3,2-4,2.5-3.5,2.5-5.5,3-10,4-5,4-5-6.5,5-6-8-9,5-merous,6-8,7-8,abaxially,acut,acute,alyx,apar,apart,apically,articulated,ba,bark,blade,brow,concolorous,coroll,curved,deltate,densely,diameter,distinctive,drying,dull,eaf,eed,elongate,elongating,erect,eye,filiform,flattened,flattened-reniform,flower,free,geminat,glabrescent,glabrous,gray,herbaceous,infructescence,like,lobe,longer,midpoint,minutely,naked,narrow-deltate,narrow-ovate,near,nflorescence,obtuse,occasional,often,older,one,open,orange-brown,orolla,oung,outline,ovate,ovoid,pair,peduncle,per,perfec,pericarp,pit,porrect,portion,prickly,primary,rachi,raised,rarely,ray,reticulate,ruit,scandent,scar,sessile,shallowly,shorter,simple,slender,slightly,small,smooth,sometimes,spaced,sparsely,stalk,stalked,stump,style,tamen,terete,tertiary,time,tinge,tube,ud,unarme,unarmed,undulate,usually,variously,vary,vein,venation,visible,weakly,wide,woody,yellow,yellow-brown,ympodial	4-6.5,appressed,articulation,bract,branching,breeding,broad-based,colour,connective,corolla,form,geminate,growth,hair,heteromorphism,inflated,inflorescence,insertion,interjected,interpetalar,leaflet,modification,na,needle-like,odour,orientation,paired,pattern,perfect,placement,pore,position,present,pseudostipule,rhizome,scale,shape,smell,spot,staman,stone,structure,symmetry,sympodial,system,texture,tissue,tuber,type,vegetative,xylopodia,zygomorphy	.5,/3,0-3,0.3-1.2,0.5,apparently,base,berry,branched,bright,chartaceous,cm,cream,cuneate,dark,difoliate,entire,equal,green,lateral,less,lobed,long,marking,maturity,membranous,mm,moderately,pale,poricidal,prickle,purple,red,reflexed,shrub,spherical,spreading,stellate,stellate-pubescent,surface,tapering,terminal,tip,way,white,young	4-6.5,geminate,na,perfect,present
141	wfo-0001027366	success	136	90	32	42	94	48	30	2	0.5-1,1-2,2-2.5,acute,anther,apex,base,berry,bright,broadly,calyx,cm,conical,corolla,elliptic,filament,fruiting,glabrous,globose,green,greenish-white,internodal,leaf,lobed,long,margin,minutely,mm,opposite,orbicular,papillose,pedicel,petiole,pore,poridical,rounded,shaped,shrub,simple,sometimes,tear-drop,unit	.5,/2,/4,0.25-0.5,0.7-1,1-1.5,1-3,1.5-2,11-21,3-10-flowered,3-9,4-4.5,4-5,5-7,6-19,603,abaxially,adaxially,anthesi,ape,axe,ba,bark,brown,capitate,closely,conspicuously,dark,deflexed,deltate,dia,drying,eaf,edicel,eed,erect,et,except,exserted,fide,free,golden,lamina,lateral,less,lobe,lon,long-triangular,lower,main,middle,nflorescence,older,ovary,overlappin,ovoid,ovoid-reniform,packed,pair,pale,papillo,parallel,pitted,planar,pointed,portion,ramo,reddish,ruit,scar,secondary,shining,somewhat,stem,stigma,straight,style,surface,tall,tip,trichome,tub,tube,ud,unifoliat,vein,venation,way,wide,widest,woody,yellowish-gre,ympodial,young	appressed,articulation,bract,branching,breeding,cell,colour,connective,form,fruit,growth,hair,heteromorphism,inflated,inflorescence,insertion,interjected,interpetalar,leaflet,length,marking,mature,modification,na,odour,orientation,paired,pattern,placement,position,prickle,pseudostipule,rhizome,scale,shape,spot,staman,stone,structure,symmetry,sympodial,system,texture,tissue,tuber,type,unifoliate,xylopodia	0.5-1,1-2,2-2.5,acute,berry,bright,broadly,cm,conical,elliptic,glabrous,globose,green,greenish-white,internodal,leaf,lobed,long,minutely,mm,opposite,orbicular,papillose,poridical,rounded,shaped,shrub,simple,sometimes,tear-drop	na,unifoliate
142	wfo-0001027368	success	143	127	58	70	73	57	53	5	.5,0.3-2.5,0.5-3.5,0.5-5,1-2,1.5-2,2-9,3,4-6,5-15-20,5-6,acuminate,acute,adaxially,apex,articulated,base,calyx,cell,chartaceous,cm,cuneate,decurrent,deltate,densely,diameter,directed,distally,ellipsiodal,elliptic,elliptic-ovate,entire,forked,glabrous,globose,hair,lanceolate,lobe,margin,mm,moderately,narrowly,oblong,occasionally,ovoid-fusiform,pedicel,peduncle,petiole,pore,puberulent,pubescent,purple,rachi,radiu,shrub,simple,sparsely,stellate,stigma,stone,style,subcoriaceous,subhastate,triangular,truncate,unbranched,unit,unknown,white,x	-10,-15,-2-5,0.8-2,1-15-flower,1-6,1.5-2.5,2,2-2.5,2-3,2-4,3-12.5,4-many-foliat,5-10,8-13,abaxially,abruptly,absen,adaxiall,aggregate,also,apart,axe,ba,blade,branched,color,connivent,contiguous,cylindrical,darker,dendritically,denser,eaf,eed,except,gland,lenticular,lighter,long,long-stalked,lower,midvein,narrowed,nearly,nflorescence,nther,obtuse,often,orolla,otherwise,pubescen,ray,ruit,small,sometimes,spaced,stalked,star,subcapitat,tal,tem,terminal,three,time,tip,tube,usually,vary,vein,wide,yellow,ympodial	-5,4-many-foliate,abaxial,absent,adaxial,anther,articulation,bract,branching,breeding,colour,connective,corolla,filament,form,fruit,fruiting,growth,height,heteromorphism,inflorescence,insertion,interjected,interpetalar,leaf,leaflet,length,marking,mature,modification,na,odour,orientation,ovary,paired,pattern,placement,plant,position,prickle,pseudostipule,rhizome,scale,shape,spot,staman,stem,structure,subcapitate,symmetry,sympodial,system,texture,tissue,tuber,type,xylopodia	.5,0.3-2.5,0.5-3.5,0.5-5,1-2,1.5-2,2-9,3,4-6,5-15-20,5-6,acuminate,acute,adaxially,articulated,base,chartaceous,cm,cuneate,decurrent,deltate,densely,directed,distally,ellipsiodal,elliptic,elliptic-ovate,entire,forked,glabrous,globose,lanceolate,mm,moderately,narrowly,oblong,occasionally,ovoid-fusiform,puberulent,pubescent,purple,shrub,simple,sparsely,stellate,subcoriaceous,subhastate,triangular,truncate,unbranched,unknown,white,x	-5,4-many-foliate,absent,na,subcapitate
143	wfo-0001027369	invalid_json	188	60	NA	42	146	18	NA	NA	.5,.7,0-2,3-10,almost,anther,apex,base,berry,branched,calyx,cm,cordate,diameter,elongating,filiform,flower,fruit,fruiting,lateral,leaf,length,lobed,long,lower,margin,mauve,mm,narrowly,perpendicular,petiole,prickle,rounded,shrub,simple,spherical,spreading,stem,surface,tapering,terminal,winged	-10,-11,.1,.4,/4,0-1,0-15,0-3,0-5,0-6,0.05-0.15,0.1,0.1-0.2,0.1-0.3,0.2-0.5-1,0.25-0.4,0.3-1.5,0.5,0.5-0.8,0.5-1.5,0.6-0.8,1-2,1-2-4,1-2.5,1-3,1-4,1.2-2.5,1.2-3,1.5-2,1/3,2-3,2-5,3,3-4,4-5,4-8,5,5-merous,7-15,abaxially,acut,alyx,ame,apar,apart,apically,apparently,articulated,bark,blade,broad-deltate,c.,color,concolorous,curved,deltate,densely,difoliate,distance,drying,eaf,eed,equal,erect,extending,eye,filament,free,geminat,glabrou,glabrous,glaucous,gra,green,hair,herbaceous,infructescence,know,known,lanceolate,less,lobe,lon,mature,membranous,midpoint,midvein,moderately,multangulate,naked,nflorescence,older,one,open,orbicular,orolla,oung,pale,pedicel,peduncle,pendulous,per,perfec,pericarp,poricidal,porrect,portion,prickl,prickly,ray,reflexed,reniform,ruit,scandent,scar,sessile,side,slender,slightly,smooth,spaced,sparsely,stalk,stalked,stellate,stellate-pubescent,straight,strongly,style,tamen,terete,time,tip,trichome,tube,unarmed,unequal,unit,vary,venation,visible,way,wide,wider,yellow,ympodial	-5.5,2-4,branching,broad-based,characteristic,colour,corolla,form,growth,inflorescence,needle-like,number,orientation,placement,position,shape,type,value	NA	NA
144	wfo-0001027378	success	149	79	44	48	101	31	32	12	.2,anther,base,berry,blue,broadly,calyx,chartaceous,cm,cordate,deeply,extra-axillary,filament,fleshy,fruit,fruiting,leaf,light,margin,membranous,minutely,mm,ovate,ovoid,pedicel,peduncle,pentagonal,petiole,pubescent,rachi,revolute,rotate-stellate,simple,small,somewhat,spaced,sparsely,stigma,style,tooth,trichome,unbranched,unit,unknown,vine,white,widely,x	0.5–1,0.7–1,0.8–2.5,1.2–1.5,1.2–1.8,1.5–1.8,1.5–8,15–35,1–1.5,1–3,2.3–5,2.5–7,2–11,2–2.2,2–2.5,3–4.5,3–5,3–6,4–6,4–9,5-8,5-merous,5–10,5–13,5–7,6–10,6–7,abaxially,acuminate,acute,adaxial,adaxially,alyx,apar,apex,apicall,axe,blade,c.,capitat,ciliate,clavate,climbin,color,cylindrical,deltoid,densely,diameter,eaf,eed,flattened,flower,glabrou,glabrous,hair,hair-tipped,half,herbaceous,lanceolate,like,lobe,lon,long,longer,lower,m.,markedly,moderately,narrowly,nflorescence,nternode,obscure,often,orolla,palmate,papillose,perfec,plurifoliat,pointed,primary,rounded,ruit,sand-punctat,sand-punctate,scattered,short,side,slender,slightly,stem,tamen,tem,terrestrial,tip,tube,unknow,vary,vein,venation,wide,ympodial	0.2,0.7-1,0.8-2.5,15-35,2-11,2-2.2,2.5-7,4-6,5-10,articulation,branching,capitate,cell,colour,corolla,form,growth,heteromorphism,inflorescence,internode,length,na,plurifoliate,position,shape,staman,stone,structure,sympodial,texture,type	.2,berry,blue,broadly,chartaceous,cm,cordate,deeply,extra-axillary,fleshy,light,membranous,minutely,mm,ovate,ovoid,pentagonal,pubescent,revolute,rotate-stellate,simple,small,somewhat,spaced,sparsely,tooth,unbranched,unknown,vine,white,widely,x	0.2,0.7-1,0.8-2.5,15-35,2-11,2-2.2,2.5-7,4-6,5-10,capitate,na,plurifoliate
145	wfo-0001027378	success	141	122	70	87	54	35	64	6	.2,0.7-1,0.8-2.5,1-1.5,1.5-1.8,1.5-8,15-35,2-11,2-2.2,2-4,2.5-7,3-4.5,3-5,4-6,5-13,6-10,abaxially,acuminate,acute,anther,apex,base,blue,broadly,calyx,chartaceous,clavate,climbing,cm,cordate,cylindrical,deeply,diameter,directed,distally,extra-axillary,filament,fleshy,flower,fruit,fruiting,glabrous,hair,herb,lanceolate,large,leaf,light,lobe,longitudinal,margin,minutely,mm,node,oblong,opening,ovate,pedicel,peduncle,perfect,petiole,pore,pubescent,rachi,revolute,rooting,rotate-pentagonal,rounded,simple,slender,slit,small,somewhat,spaced,sparsely,stigma,style,terrestrial,tip,tooth,trailing,tube,unbranched,unknown,white,widely,x	1-3,1.2-1.5,2.3-5,3-6,4-9,5-8,5-merou,6-7,adaxially,ag,alyx,apart,apicall,apparently,articulated,axe,ba,basally,blade,capitat,ciliate,connivent,deltoid,densely,eaf,eed,equal,geminat,hair-tipped,long,longer,lower,moderately,multicellular,narrowly,nflorescence,obscure,often,orolla,plurifoliate,pubescen,scattered,short,slightly,tamen,tem,unit,unknow,vary,vein,weakly,wide,yellow,ympodial	abaxial,adaxial,age,articulation,branching,breeding,capitate,colour,connective,corolla,form,greyish,growth,habit,inflorescence,length,marking,modification,na,ovary,pattern,plant,position,seed,shape,size,spot,staman,stellate,stem,symmetry,system,texture,type,zygomorphy	.2,0.7-1,0.8-2.5,1-1.5,1.5-1.8,1.5-8,15-35,2-11,2-2.2,2-4,2.5-7,3-4.5,3-5,4-6,5-13,6-10,abaxially,acuminate,acute,base,blue,broadly,chartaceous,clavate,climbing,cm,cordate,cylindrical,deeply,directed,distally,extra-axillary,fleshy,glabrous,herb,lanceolate,large,light,longitudinal,minutely,mm,node,oblong,ovate,perfect,pubescent,revolute,rotate-pentagonal,rounded,simple,slender,slit,small,somewhat,spaced,sparsely,terrestrial,tooth,trailing,unbranched,unknown,white,widely,x	age,capitate,greyish,na,stellate,zygomorphy
146	wfo-0001027384	success	155	147	75	95	60	52	73	2	0.4-1.1,0.5-1,0.9-1,1-3,1-4,1.5-2,2.5-6.5,3-3.5,3-4,4-7,5-15-flowered,5-5.5,7-14,7.5-8,anther,anthesi,apart,apex,bark,base,berry,breaking,bud,calyx,capitate,clavate,closely,cm,corolla,cuneate,deep,difoliate,drying,ellipsoid,erect,filament,flattened-reniform,fruiting,geminate,glabrous,globose,green,incrassate,later,lateral,leaf,lobed,long,long-exserted,main,margin,minutely,mm,mustard,narrowly,obovate,older,opposite,ovary,overlapping,pair,pale,papillose,pedicel,petiole,pitted,pore,pseudo-terminal,rarely,reddish-purple,scar,section,shaped,shining,shrub,small,spaced,stem,stigma,style,surface,tear-drop,transverse,tree,tube,uniseriate,unit,vein,white,widely,woody,x,yellow,yellowish,young	.25,.5,.75,/3,1-1.3,1-1.5,3/4,abov,acute,anothe,ba,beginning,beneath,broadly,brown,dia,distal,eaf,edicel,eed,equal,free,hard,herbarium,inflorescenc,lobe,lower,member,middle,nflorescence,occasionally,paler,papillo,peeling,planar,poricidal,portion,prominent,rounded,ruit,simple,siz,slender,specimen,straight,subcoriaceous-fleshy,sulcate,tall,tapering,thick,tip,triangular,trichome,tub,tuft,ud,way,widest,without,ympodial	1.5,articulation,bract,branching,breeding,cell,colour,connective,diameter,flower,form,fruit,growth,hair,height,heteromorphism,inflorescence,insertion,interjected,interpetalar,leaflet,length,marking,na,number,odour,orientation,pattern,placement,plant,position,prickle,pseudostipule,rhizome,scale,seed,shape,size,spacing,spot,staman,stone,structure,symmetry,sympodial,system,texture,tissue,tuber,type,venation,xylopodia	0.4-1.1,0.5-1,0.9-1,1-3,1-4,1.5-2,2.5-6.5,3-3.5,3-4,4-7,5-15-flowered,5-5.5,7-14,7.5-8,apart,berry,calyx,capitate,clavate,closely,cm,cuneate,deep,difoliate,ellipsoid,erect,flattened-reniform,geminate,glabrous,globose,green,incrassate,later,lateral,leaf,lobed,long,long-exserted,main,minutely,mm,mustard,narrowly,obovate,opposite,overlapping,pair,pale,papillose,pitted,pseudo-terminal,rarely,reddish-purple,section,shaped,shining,shrub,small,spaced,surface,tear-drop,transverse,tree,tube,uniseriate,vein,white,widely,woody,x,yellow,yellowish,young	1.5,na
147	wfo-0001027389	success	154	102	46	54	100	48	43	3	.5,0.25-0.3,1,1.8-1.9,anther,apex,base,berry,calyx,cm,corolla,deflexed,dia,elliptic,except,expanded,filament,foetid,fruiting,geminate,glabrous,globose,green,inflorescence,leaf,lobed,long,margin,minutely,mm,nearly,node,non-reproductive,opposite,ovate,papillose,pedicel,petiole,pore,poricidal,puberulent,shaped,shrub,sparsely,surface,tear-drop,tip,trichome,truncate,uniseriate,unit,white,woody,x	.1,.25,0.25-0.5,0.5-0.75,0.5-1.5,0.6-1,1-1.5,1-2,11-14,2-2.5,3-3.5,3-4.5,4-5-flowered,5-7,7-8,acuminate,acute,along,anthesi,apart,ba,bark,beneath,broadening,broadly,brown,bud,conical,dark,decurrent,deltoid,dry,eaf,edicel,eed,ellipsoid,erect,evenly,exserted,filiform,foliage,free,hispidulous,lateral,like,lobe,lon,lower,main,making,material,middle,nflorescence,obovoi,occasionally,often,older,one,ovary,ovoid-reniform,pair,paler,papillo,pitted,portion,prominent,prominently,proximal,raise,raised,reddish-golden,reflexed,rest,ruit,scar,shin,side,simple,slender,slight,slightly,soon,spaced,stem,stigma,straight,style,tall,tapering,thread-like,top,tube,ud,unifoliat,vein,widest,winged,yellowish,ympodial,young	appressed,articulation,bract,branching,breeding,cell,colour,connective,form,fruit,growth,hair,heteromorphism,inflated,insertion,interjected,interpetalar,leaflet,length,marking,mature,modification,na,odour,orientation,paired,pattern,placement,position,prickle,pseudostipule,rhizome,scale,shape,spot,staman,stone,structure,symmetry,sympodial,system,texture,tissue,tuber,type,unifoliate,xylopodia,zygomorphy	.5,0.25-0.3,1,1.8-1.9,apex,base,berry,cm,deflexed,dia,elliptic,except,expanded,foetid,geminate,glabrous,globose,green,leaf,lobed,long,minutely,mm,nearly,node,non-reproductive,opposite,ovate,papillose,poricidal,puberulent,shaped,shrub,sparsely,surface,tear-drop,tip,trichome,truncate,uniseriate,white,woody,x	na,unifoliate,zygomorphy
148	wfo-0001027395	success	153	156	75	95	58	61	71	4	.25,.5,0.25-0.5,0.75-1,1-1.5,1-2,1-5,1.1-1.5,1.5-1.9,1.5-2.5,12.5-17.3,2-3,3.5-4,4-6,5-6.5,8,anther,anthesi,apex,apically,apiculate,attenuate,bark,base,beginning,calyx,capitate,closely,cm,constricted,corolla,cucullate,deflexed,deltoid,densely,dia,difoliate,erect,exserted,filament,fleshy,fruit,fruiting,glabrous,globose,green,immature,imperceptibly,known,leaf,lobe,lobed,lower,margin,minutely,mm,narrowly,nearly,obovate,occasionally,once-furcate,opposite,ovary,overlapping,ovoid,papillose,partially,pedicel,petiole,piece,pointed,pore,pubescent,scar,shaped,shrub,simple,size,small,somewhat,spaced,stem,stigma,style,tapering,tear-drop,thickened,tip,transverse,trichome,tube,uniseriate,unit,white,x	0.6-1.1,1.6-2.9,10-20-flowered,11-15,2.2-7,acute,becoming,beneath,berry,black,caly,conical,decurrent,depressed,differing,drying,eaf,edicel,eed,enlarging,exfoliating,free,geminat,inflorescenc,large,lateral,lon,long,main,major,midrib,minor,nflorescence,older,pair,papillo,planar,poricidal,portion,primary,raised,restricted,robust,ruit,rusty-papillate,secondary,shining,shiny,straight,tall,thick,ud,vein,within,without,woody,ympodial,young	10-20,abaxial,adaxial,bract,branching,breeding,broad-based,bud,cell,colour,connective,diameter,exfoliation,exsertion,flower,form,geminate,growth,hair,height,heteromorphism,inflorescence,information,interjected,interpetalar,leaflet,length,marking,modification,na,needle-like,number,odour,orientation,papillae,pattern,placement,plant,position,prickle,pseudostipule,rhizome,scale,seed,shape,smell,spacing,spot,staman,stone,structure,surface,symmetry,sympodial,system,texture,tissue,tuber,type,vegetative,xylopodia	.25,.5,0.25-0.5,0.75-1,1-1.5,1-2,1-5,1.1-1.5,1.5-1.9,1.5-2.5,12.5-17.3,2-3,3.5-4,4-6,5-6.5,8,apically,apiculate,attenuate,base,beginning,calyx,capitate,closely,cm,constricted,cucullate,deflexed,deltoid,densely,dia,difoliate,erect,exserted,fleshy,glabrous,globose,green,immature,imperceptibly,known,leaf,lobe,lobed,minutely,mm,narrowly,nearly,obovate,occasionally,once-furcate,opposite,overlapping,ovoid,papillose,partially,piece,pointed,pubescent,shaped,shrub,simple,small,somewhat,spaced,tear-drop,thickened,transverse,uniseriate,white,x	10-20,geminate,inflorescence,na
149	wfo-0001027396	success	241	157	99	107	134	50	96	3	/3,0-4,0-5,0.1-1,0.5-1.5,1,1/4-1/3,1/6,15-40,20-100,3-4-5-6,4-6,5-50,5.5-7.5,6.5-7.5,abaxially,almost,andromonoecious,anther,apart,apex,articulated,attenuate,base,berry,blade,calyx,chartaceous,cm,concolorous,connivent,cream,cuneate,dark,decurrent,densely,difoliate,discolorous,drying,elongate,erect,filament,flattened,flower,fruit,fruiting,glabrous,green,hair,herb,lateral,leaf,length,less,lobe,lobed,long,long-styled,lower,margin,marking,mature,maturity,mauve,midpoint,mm,moderately,often,pale,pedicel,perpendicular,petiole,poricidal,porrect,prickle,prickly,pubescent,purple,ray,reflexed,rotate,sessile,short-styled,shrub,side,simple,sometimes,somewhat,spaced,sparsely,spherical,stellate-pubescent,stem,straight,surface,tapering,tearing,tip,trichome,unbranched,unit,usually,way,white,yellow,yellowish,young	0-100,0-3,0-30,0.1-0.5,0.4-0.7,0.5-1,0.5-2,0.5-2.5,0.7-2.5,0.8,0.8-1.3,1-2,1-4,1.2-2,1.5-3,1.5-3.5,1.8-3,1/2-2/3,1/3,10-15,10-25,10-30,10-35,12-25,2-3,2-3.5,2-7,2.5-4,2.8-4.5,3-9,3.5-6,4-5,4-7,5-10,5-20,5-30,5-8,5-merous,6-20,7-10,7-15,8-20,abaxial,acute,adaxial,alyx,ame,apar,apically,apparently,ba,bark,black,broad,broad-deltate,brown,bulbous,c.,curved,deltate,diameter,distal,distance,eaf,eed,elliptic,elongating,equal,extending,extensive,fewer,flattened-reniform,free,fully,geminat,glabrescent,glandular,gray-brow,hermaphrodite,heterostylous,infructescence,lignified,lobing,lon,long-acuminat,longer,lowermost,midvein,near,nflorescence,obtuse,older,one,open,opening,orange,orolla,oung,pair,peduncle,pendulous,per,pericarp,plant,portion,prickl,primary,red-brown,ruit,scar,secondary,smooth,spreading,stalk,stalked,staminat,stout,style,tamen,terete,tertiary,time,tube,unarmed,upper,variously,vary,vein,venation,visible,wide,woody,yellow-green,ympodial	appressed,articulation,bract,branching,breeding,broad-based,cell,colour,connective,corolla,form,geminate,growth,heteromorphism,inflated,inflorescence,insertion,interjected,interpetalar,leaflet,modification,na,needle-like,odour,orientation,paired,pattern,placement,pore,position,pseudostipule,rhizome,scale,shape,smell,spot,staman,stellate,stone,structure,symmetry,sympodial,system,texture,tissue,tuber,type,vegetative,xylopodia,zygomorphy	/3,0-4,0-5,0.1-1,0.5-1.5,1,1/4-1/3,1/6,15-40,20-100,3-4-5-6,4-6,5-50,5.5-7.5,6.5-7.5,abaxially,almost,andromonoecious,apart,articulated,attenuate,base,berry,blade,chartaceous,cm,concolorous,connivent,cream,cuneate,dark,decurrent,densely,difoliate,discolorous,drying,elongate,erect,flattened,flower,fruit,glabrous,green,herb,lateral,leaf,length,less,lobe,lobed,long,long-styled,marking,mature,maturity,mauve,midpoint,mm,moderately,often,pale,perpendicular,poricidal,porrect,prickle,prickly,pubescent,purple,ray,reflexed,rotate,sessile,short-styled,shrub,side,simple,sometimes,somewhat,spaced,sparsely,spherical,stellate-pubescent,stem,straight,surface,tapering,tearing,tip,trichome,unbranched,usually,way,white,yellow,yellowish,young	geminate,na,stellate
150	wfo-0001027449	success	160	96	39	48	112	48	36	3	.4,0.8-1.5,3-3.5,acute,anther,apex,base,beneath,berry,calyx,cm,corolla,difoliate,elliptic,filament,fruit,fruiting,glabrous,globose,green,inflorescence,leaf,lobed,long,minutely,mm,narrowly,oblique,often,opposite,papillose,pedicel,persistent,petiole,pore,poricidal,pubescent,shaped,shrub,small,tear-drop,tip,tree,uniseriate,unit,white,woody,x	.5,.75,/3,0.5-1,0.5-1.5,0.9-1.1,1.2-1.5,1.4-1.5,1.5-2.5,10-15-flowered,2-3,2-4,3,3-7,4-6,5-6,8-15,acuminate,anthesi,appearing,area,arising,around,axil,bark,becoming,beginning,brown,bud,closely,cup,dark,deciduous,deflexed,dense,densely,density,dia,differing,dry,eaf,edicel,eed,ellipsoid,erect,exserted,extreme,forming,free,frui,geminat,glabrate,inflorescenc,lamina,later,lateral,like,lobe,lon,long-acuminate,long-triangular,lower,main,major,material,minor,nflorescence,obconic,older,one,orangish,ovary,overlapping,ovoid-reniform,packed,pair,pale,pitted,pointed,portion,prominent,raised,red-papillose,reddish-brow,reflexed,rest,ruit,scar,simple,size,slender,soon,sparse,sparsely,stem,stigma,straight,styl,style,surface,tall,tapering,trichome,trunk,tube,tuft,ud,varying,vein,way,ympodial,young	appressed,articulation,bract,branching,breeding,cell,colour,connective,form,geminate,growth,hair,heteromorphism,inflated,insertion,interjected,interpetalar,leaflet,length,margin,marking,mature,modification,na,odour,orientation,paired,pattern,placement,position,prickle,pseudostipule,rhizome,scale,shape,spot,staman,stone,structure,symmetry,sympodial,system,texture,tissue,tuber,type,xylopodia,zygomorphy	.4,0.8-1.5,3-3.5,acute,beneath,berry,cm,difoliate,elliptic,fruit,glabrous,globose,green,leaf,lobed,long,minutely,mm,narrowly,oblique,often,opposite,papillose,persistent,poricidal,pubescent,shaped,shrub,small,tear-drop,tip,tree,uniseriate,white,woody,x	geminate,na,zygomorphy
151	wfo-0001027452	success	152	128	72	86	66	42	68	4	.5,0.5-1,0.5-2,1,1-2,1-3,1-5,1.5,10-20,2-4,2-foliate,3-9,4,4-6,5-12,5-20,absent,acute,anther,apex,base,blade,branched,brown,calyx,cell,celled,center,chartaceous,ciliate,cm,connected,cordate,densely,diameter,dm,drying,elliptic,elliptic-ovoid,entire,filament,flower,fruit,glabrous,globose,hair,herb,immature,large,long,margin,membranaceous,mm,moderately,nearly,notched,oblong,obtuse,outer,pedicel,peduncle,per,perpendicular,petiole,placenta,pubescent,rachi,raised,ridge,rotate,rounded,running,seed,semitransparent,significantly,single,smoother,sparsely,style,swollen,unbranched,unit,usually,white,x,yellow	0.5-1.5,0.5-2.5,1-4.5,1.5-3,2-6,3-6,abaxially,abundant,adaxiall,adaxially,along,axe,berry,beyond,decurrent,dehiscing,denser,eaf,eed,emarginat,equal,explosively,exserted,flat,frui,geminat,growt,held,interpetalar,linear-lanceolate,lobe,lower,lying,maturing,maturit,mesocarp,new,nfloresence,often,one-,orolla,parallel,pressure,pubescen,ruit,short,slightly,smaller,sometimes,stamen,stigma,straight,tal,tamen,tem,tissue,triangular,tube,two-celled,vary,vein,wall,watery,wid,woody,ympodial	bract,branching,colour,corolla,decurren,emarginate,form,fruiting,geminate,growth,height,heteromorphism,inflorescence,interjected,leaf,leaflet,length,marking,modification,na,notching,number,orientation,ovary,placement,pore,position,prickle,pubescence,rhizome,shape,spot,staman,stem,stone,structure,symmetry,sympodial,texture,tuber,type,xylopodia	.5,0.5-1,0.5-2,1,1-2,1-3,1-5,1.5,10-20,2-4,2-foliate,3-9,4,4-6,5-12,5-20,absent,acute,branched,brown,celled,chartaceous,ciliate,cm,connected,cordate,densely,dm,drying,elliptic,elliptic-ovoid,entire,flower,fruit,glabrous,globose,hair,herb,immature,large,long,margin,membranaceous,mm,moderately,nearly,notched,oblong,obtuse,perpendicular,placenta,pubescent,raised,ridge,rotate,rounded,running,semitransparent,significantly,single,smoother,sparsely,swollen,unbranched,usually,white,x,yellow	decurren,emarginate,geminate,na
