	coreid	status	nwords_original	nwords_result	nwords_val	nwords_recovered	nwords_omitted	nwords_created	nwords_recovered_val	nwords_created_val	common_words	original_only	result_only	common_words_val	val_only
147	wfo-0001027389	success	154	89	47	60	94	29	45	2	.5,0.25-0.3,0.25-0.5,0.5-1.5,0.6-1,1,1-1.5,2-2.5,3-3.5,5-7,7-8,acuminate,acute,anther,apex,base,berry,brown,calyx,cm,corolla,dark,decurrent,deltoid,elliptic,erect,filament,glabrous,globose,green,hispidulous,inflorescence,leaf,lobe,margin,minutely,mm,ovary,ovate,ovoid-reniform,pair,pedicel,petiole,pitted,puberulent,shrub,simple,sparsely,stem,straight,style,surface,thread-like,trichome,truncate,uniseriate,vein,white,winged,x	.1,.25,0.5-0.75,1-2,1.8-1.9,11-14,3-4.5,4-5-flowered,along,anthesi,apart,ba,bark,beneath,broadening,broadly,bud,conical,deflexed,dia,dry,eaf,edicel,eed,ellipsoid,evenly,except,expanded,exserted,filiform,foetid,foliage,free,fruiting,geminate,lateral,like,lobed,lon,long,lower,main,making,material,middle,nearly,nflorescence,node,non-reproductive,obovoi,occasionally,often,older,one,opposite,paler,papillo,papillose,pore,poricidal,portion,prominent,prominently,proximal,raise,raised,reddish-golden,reflexed,rest,ruit,scar,shaped,shin,side,slender,slight,slightly,soon,spaced,stigma,tall,tapering,tear-drop,tip,top,tube,ud,unifoliat,unit,widest,woody,yellowish,ympodial,young	abaxial,adaxial,arrangement,branching,characteristic,colour,diameter,form,fruit,growth,height,history,length,life,midvein,na,peduncle,plant,primary,pseudostipule,rachi,seed,shape,staman,tertiary,texture,unarmed,unifoliate,venation	.5,0.25-0.3,0.25-0.5,0.5-1.5,0.6-1,1,1-1.5,2-2.5,3-3.5,5-7,7-8,acuminate,acute,base,berry,brown,cm,dark,decurrent,deltoid,elliptic,erect,glabrous,globose,green,hispidulous,leaf,minutely,mm,ovate,ovoid-reniform,pair,pitted,puberulent,shrub,simple,sparsely,straight,thread-like,trichome,truncate,uniseriate,white,winged,x	na,unifoliate
148	wfo-0001027395	success	153	94	60	75	78	19	59	1	.5,0.25-0.5,1-1.5,1-2,1-5,1.1-1.5,1.5-1.9,1.5-2.5,10-20-flowered,2-3,3.5-4,8,acute,anther,apiculate,attenuate,bark,base,berry,black,calyx,capitate,cm,corolla,decurrent,deltoid,densely,dia,exfoliating,fleshy,fruit,fruiting,glabrous,globose,green,immature,large,leaf,lobe,margin,minutely,mm,narrowly,obovate,occasionally,once-furcate,ovary,papillose,pedicel,petiole,piece,poricidal,pubescent,robust,rusty-papillate,shiny,shrub,simple,size,small,somewhat,stem,stigma,straight,style,tip,transverse,trichome,tube,uniseriate,white,within,without,woody,x	.25,0.6-1.1,0.75-1,1.6-2.9,11-15,12.5-17.3,2.2-7,4-6,5-6.5,anthesi,apex,apically,becoming,beginning,beneath,caly,closely,conical,constricted,cucullate,deflexed,depressed,differing,difoliate,drying,eaf,edicel,eed,enlarging,erect,exserted,filament,free,geminat,imperceptibly,inflorescenc,known,lateral,lobed,lon,long,lower,main,major,midrib,minor,nearly,nflorescence,older,opposite,overlapping,ovoid,pair,papillo,partially,planar,pointed,pore,portion,primary,raised,restricted,ruit,scar,secondary,shaped,shining,spaced,tall,tapering,tear-drop,thick,thickened,ud,unit,vein,ympodial,young	abaxial,characteristic,colour,diameter,flower,form,growth,hair,height,inflorescence,length,na,number,plant,seed,shape,surface,texture,type	.5,0.25-0.5,1-1.5,1-2,1-5,1.1-1.5,1.5-1.9,1.5-2.5,10-20-flowered,2-3,3.5-4,8,acute,apiculate,attenuate,base,berry,black,capitate,cm,decurrent,deltoid,densely,dia,exfoliating,fleshy,glabrous,globose,green,immature,large,minutely,mm,narrowly,obovate,occasionally,once-furcate,papillose,petiole,piece,poricidal,pubescent,robust,rusty-papillate,shiny,shrub,simple,small,somewhat,straight,tip,transverse,trichome,uniseriate,white,within,without,woody,x	na
149	wfo-0001027396	success	241	131	91	112	129	19	88	3	0-100,0-3,0-30,0-4,0-5,0.5-1,0.5-1.5,0.7-2.5,0.8-1.3,1.5-3.5,1/3,10-30,12-25,2-3,2-3.5,2.8-4.5,20-100,3.5-6,5-30,5-8,5.5-7.5,6.5-7.5,7-10,8-20,abaxial,abaxially,acute,adaxial,almost,anther,apex,apically,apparently,articulated,attenuate,base,berry,black,brown,calyx,cm,cream,cuneate,dark,deltate,densely,diameter,elliptic,elongate,erect,fewer,filament,flattened-reniform,fruit,glabrous,glandular,green,hair,herb,lateral,leaf,length,lobe,lobed,long,long-styled,margin,marking,maturity,mauve,midvein,mm,near,obtuse,orange,pair,pale,pedicel,peduncle,per,petiole,plant,prickle,primary,pubescent,purple,red-brown,short-styled,shrub,simple,sometimes,somewhat,sparsely,spherical,stellate-pubescent,stem,style,surface,tertiary,trichome,unarmed,unbranched,upper,vein,venation,visible,white,wide,yellow,yellow-green,yellowish,young	/3,0.1-0.5,0.1-1,0.4-0.7,0.5-2,0.5-2.5,0.8,1,1-2,1-4,1.2-2,1.5-3,1.8-3,1/2-2/3,1/4-1/3,1/6,10-15,10-25,10-35,15-40,2-7,2.5-4,3-4-5-6,3-9,4-5,4-6,4-7,5-10,5-20,5-50,5-merous,6-20,7-15,alyx,ame,andromonoecious,apar,apart,ba,bark,blade,broad,broad-deltate,bulbous,c.,chartaceous,concolorous,connivent,curved,decurrent,difoliate,discolorous,distal,distance,drying,eaf,eed,elongating,equal,extending,extensive,flattened,flower,free,fruiting,fully,geminat,glabrescent,gray-brow,hermaphrodite,heterostylous,infructescence,less,lignified,lobing,lon,long-acuminat,longer,lower,lowermost,mature,midpoint,moderately,nflorescence,often,older,one,open,opening,orolla,oung,pendulous,pericarp,perpendicular,poricidal,porrect,portion,prickl,prickly,ray,reflexed,rotate,ruit,scar,secondary,sessile,side,smooth,spaced,spreading,stalk,stalked,staminat,stout,straight,tamen,tapering,tearing,terete,time,tip,tube,unit,usually,variously,vary,way,woody,ympodial	arrangement,branching,characteristic,colour,corolla,false,form,growth,height,inflorescence,long-acuminate,na,ovary,pseudostipule,rachi,seed,shape,staman,texture	0-100,0-3,0-30,0-4,0-5,0.5-1,0.5-1.5,0.7-2.5,0.8-1.3,1.5-3.5,1/3,10-30,12-25,2-3,2-3.5,2.8-4.5,20-100,3.5-6,5-30,5-8,5.5-7.5,6.5-7.5,7-10,8-20,abaxially,acute,almost,apically,apparently,articulated,attenuate,base,berry,black,brown,cm,cream,cuneate,dark,deltate,densely,elliptic,elongate,erect,fewer,flattened-reniform,glabrous,glandular,green,hair,herb,lateral,lobed,long,long-styled,marking,maturity,mauve,mm,near,obtuse,orange,pair,pale,per,prickle,pubescent,purple,red-brown,short-styled,shrub,simple,sometimes,somewhat,sparsely,spherical,stellate-pubescent,trichome,unarmed,unbranched,upper,visible,white,wide,yellow,yellow-green,yellowish,young	false,long-acuminate,na
150	wfo-0001027449	success	160	86	54	66	94	20	52	2	.4,0.5-1,0.5-1.5,0.8-1.5,0.9-1.1,1.4-1.5,10-15-flowered,2-4,3,3-3.5,5-6,acuminate,acute,anther,bark,base,beneath,berry,brown,calyx,cm,corolla,dark,densely,elliptic,filament,fruit,glabrate,glabrous,globose,green,inflorescence,leaf,lobe,long,long-triangular,minutely,mm,narrowly,oblique,often,older,ovary,ovoid-reniform,pale,papillose,pedicel,petiole,pitted,pubescent,red-papillose,shrub,simple,small,sparsely,stem,straight,style,surface,tree,trichome,trunk,uniseriate,white,x,young	.5,.75,/3,1.2-1.5,1.5-2.5,2-3,3-7,4-6,8-15,anthesi,apex,appearing,area,arising,around,axil,becoming,beginning,bud,closely,cup,deciduous,deflexed,dense,density,dia,differing,difoliate,dry,eaf,edicel,eed,ellipsoid,erect,exserted,extreme,forming,free,frui,fruiting,geminat,inflorescenc,lamina,later,lateral,like,lobed,lon,long-acuminate,lower,main,major,material,minor,nflorescence,obconic,one,opposite,orangish,overlapping,packed,pair,persistent,pointed,pore,poricidal,portion,prominent,raised,reddish-brow,reflexed,rest,ruit,scar,shaped,size,slender,soon,sparse,stigma,styl,tall,tapering,tear-drop,tip,tube,tuft,ud,unit,varying,vein,way,woody,ympodial	abaxial,characteristic,colour,diameter,form,growth,hair,height,length,margin,na,peduncle,plant,rachi,reddish-brown,seed,shape,staman,texture,type	.4,0.5-1,0.5-1.5,0.8-1.5,0.9-1.1,1.4-1.5,10-15-flowered,2-4,3,3-3.5,5-6,acuminate,acute,beneath,berry,brown,cm,dark,densely,elliptic,glabrate,glabrous,globose,green,leaf,long,long-triangular,minutely,mm,narrowly,oblique,often,older,ovoid-reniform,pale,papillose,pitted,pubescent,red-papillose,shrub,simple,small,sparsely,stem,straight,tree,trichome,trunk,uniseriate,white,x,young	na,reddish-brown
151	wfo-0001027452	success	152	120	89	99	53	21	88	1	.5,0.5-1,0.5-1.5,0.5-2,1,1-2,1-3,1-5,1.5,1.5-3,10-20,2-6,2-foliate,3-6,3-9,4,4-6,5-12,5-20,absent,acute,anther,apex,base,berry,beyond,branched,brown,calyx,cell,celled,center,chartaceous,ciliate,cm,connected,decurrent,densely,diameter,dm,drying,elliptic,elliptic-ovoid,entire,equal,exserted,filament,flower,fruit,glabrous,globose,hair,herb,immature,large,linear-lanceolate,lobe,margin,maturing,membranaceous,mm,moderately,nearly,notched,obtuse,often,one-,outer,parallel,pedicel,peduncle,per,perpendicular,petiole,placenta,pubescent,rachi,raised,ridge,rounded,running,seed,semitransparent,significantly,single,smaller,smoother,sparsely,stamen,straight,style,swollen,two-celled,unbranched,usually,wall,white,x,yellow	0.5-2.5,1-4.5,2-4,abaxially,abundant,adaxiall,adaxially,along,axe,blade,cordate,dehiscing,denser,eaf,eed,emarginat,explosively,flat,frui,geminat,growt,held,interpetalar,long,lower,lying,maturit,mesocarp,new,nfloresence,oblong,orolla,pressure,pubescen,rotate,ruit,short,slightly,sometimes,stigma,tal,tamen,tem,tissue,triangular,tube,unit,vary,vein,watery,wid,woody,ympodial	arrangement,branching,characteristic,colour,corolla,form,geminate,growth,height,inflorescence,leaf,length,notching,ovary,plant,shape,staman,stem,surface,texture,type	.5,0.5-1,0.5-1.5,0.5-2,1,1-2,1-3,1-5,1.5,1.5-3,10-20,2-6,2-foliate,3-6,3-9,4,4-6,5-12,5-20,absent,acute,berry,beyond,branched,brown,cell,celled,center,chartaceous,ciliate,cm,connected,decurrent,densely,dm,drying,elliptic,elliptic-ovoid,entire,equal,exserted,flower,fruit,glabrous,globose,hair,herb,immature,large,linear-lanceolate,margin,maturing,membranaceous,mm,moderately,nearly,notched,obtuse,often,one-,outer,parallel,per,perpendicular,petiole,placenta,pubescent,raised,ridge,rounded,running,seed,semitransparent,significantly,single,smaller,smoother,sparsely,stamen,straight,swollen,two-celled,unbranched,usually,wall,white,x,yellow	geminate
152	wfo-0001027471	success	165	94	53	75	90	19	52	1	.5,0.1-0.2,0.4-1,0.5-0.6,0.5-1.5,0.9-1,1-1.5,2-2.5,2-3,3-4,4-5,6-7,acute,anther,apex,base,berry,branched,calyx,cm,conical,corolla,dendritic,densely,diameter,elliptic,entire,filament,flattened,flower,glabrous,globose,growth,herb,inflorescence,lamina,leaf,lobe,long-triangular,margin,maturity,midvein,minutely,mixture,mm,ovary,ovate,pair,pale,pedicel,peduncle,petiole,pitted,primary,pubescent,rachi,red-orange,reniform,shape,shrub,simple,slender,small,sparsely,stem,style,subshrub,surface,tan,trichome,uniseriate,vein,white,x,yellowish	/4,0.2-0.4,0.2-0.5,0.5,0.5-0.7,0.7-0.9,1-1.2,1-1.6,1.4-3,1.5-2,2-lobed,3-7,abaxially,adaxially,age,along,anthesi,appressed,ascending,bark,bifid,brittle,c.,closely,deltate,desnsely,differing,difoliate,distant,drying,eaf,eed,erec,erect,especially,free,fruiting,furcate-dendritic,geminate,included,internodal,leaf-opposed,lengthening,less,like,lobed,lower,major,minor,new,nflorescence,nodding,node,occasionally,open-conical,orbicular,overlapping,papillat,perfect,pericarp,petal,planar,plane,pore,poridical,portion,pubscent,reflexed,ruit,scar,scattered,similar,size,slightly,slit,somewhat,spaced,stigma,straight,thickened,thin,tip,trifoliat,tube,ud,unit,usually,way,woody,ympodial	abaxial,adaxial,arrangement,branching,characteristic,colour,form,fruit,height,length,na,plant,pseudostipule,seed,staman,tertiary,texture,unarmed,venation	.5,0.1-0.2,0.4-1,0.5-0.6,0.5-1.5,0.9-1,1-1.5,2-2.5,2-3,3-4,4-5,6-7,acute,berry,branched,cm,conical,dendritic,densely,elliptic,entire,flattened,flower,glabrous,globose,herb,lamina,long-triangular,maturity,minutely,mixture,mm,ovate,pair,pale,pitted,pubescent,red-orange,reniform,shrub,simple,slender,small,sparsely,subshrub,tan,trichome,uniseriate,vein,white,x,yellowish	na
153	wfo-0001027473	success	138	92	52	62	76	30	49	3	0.5-1,0.8-1,1-1.5,1-2,1.3-2,1.8-2,2.5-3,3.5-5,6-9,?,acute,anther,apex,base,berry,brown,calyx,cm,corolla,decurrent,deflexed,dendritic,densely,di-,filament,flattened-reniform,glabrous,globose,green,incrassate,leaf,lobe,long-triangular,margin,minute,minutely,mm,near,obovate,occasionally,ovary,pair,pedicel,petiole,pitted,pointed,pubescent,rusty,sessile,shape,shrub,somewhat,sparsely,stem,style,subshrub,surface,trichome,trifoliate,vein,white,woody	.25,/2,0.25-0.5,1.5-2,1/3,2-2.5,4.5-13,5,8.5-37,abaxially,absen,adaxially,along,anthesi,ape,apparently,bark,clavate,conical,deccurent,deep,denser,dia,differing,drying,eaf,eed,empty,erect,free,fruiting,geminat,giving,later,lateral,less,like,lobed,long,lower,main,major,middle,minor,older,overall,pale,papillo,planar,pore,poricidal,portion,pubesent,rootstock,ruit,sac,shaped,sterile,stigma,strongly,tall,tear-drop,thick,tip,tube,unit,usually,way,wide,widest,wing,winged,yellowish,yellowish-brow,ympodial,young	0,abaxial,absent,adaxial,arrangement,branching,characteristic,colour,diameter,form,fruit,growth,height,history,inflorescence,length,life,midvein,na,peduncle,plant,primary,pseudostipule,rachi,seed,staman,tertiary,texture,unarmed,venation	0.5-1,0.8-1,1-1.5,1-2,1.3-2,1.8-2,2.5-3,3.5-5,6-9,?,acute,apex,base,berry,brown,cm,decurrent,deflexed,dendritic,densely,di-,flattened-reniform,glabrous,globose,green,incrassate,long-triangular,margin,minute,minutely,mm,near,obovate,occasionally,pair,pitted,pointed,pubescent,rusty,sessile,shrub,somewhat,sparsely,stem,subshrub,trichome,trifoliate,white,woody	0,absent,na
154	wfo-0001027483	success	164	93	49	63	101	30	48	1	0.2-1.9,0.6,1,1-2.5,1-4,1-5,1.5-2.6,1.5-3,2-4.5,3-15,3-6,4.5-8,5-6,acute,apex,articulate,base,branched,calyx,cm,coarsely,corolla,cuneate,cyme,diameter,dichasial,dichasially,distal,ebracteate,elliptical,filament,finely,globose,green,green-white,herbaceous,leaf,light,lobe,medium,minute,mm,monochasial,mucilaginous,obtuse,odd-pinnate,ovate,ovoid,pedicel,peduncle,perennial,petiole,plant,proximal,pubescent,rachi,rounded,seed,straight,style,violet,violet-purple,¼	0-1.,1-2,1.2-2.5,1.5-10,2,2-3,2-4,3-6-foliat,3.5-20,5-10,abaxially,acumen,adaxially,apical,apically,basal,cell,connate,covering,decurrent,dehiscent,digestion,diminishing,dorsally,dot,eaf,edge,eed,emoval,enzyme,erec,exceeding,flat,flower,folded,forked,generally,globo,gradually,hair-like,half,honeycomb,interjected,interpetiolar,introrse,lateral,leaflet,lighter,living,lon,long,lower,lunat,make,maturing,nflorescence,nther,often,orolla,pair,pattern,perfect,petiolule,plan,poricidally,purple,ray,reveal,rosette,rotate,ruit,sessile,seudostipule,short,size,slit,smooth,sometimes,specimen,stamen,stigma,subsessile,tall,tem,terminal,testal,thick,throughout,tissu,toward,tuber-bearing,typically,uniform,unit,vary,varying,wall,white,wide,yellow,ympodial	abaxial,adaxial,anther,arrangement,branching,characteristic,colour,form,fruit,growth,height,history,inflorescence,length,life,margin,midvein,na,ovary,primary,pseudostipule,shape,staman,stem,surface,tertiary,texture,unarmed,vein,venation	0.2-1.9,0.6,1,1-2.5,1-4,1-5,1.5-2.6,1.5-3,2-4.5,3-15,3-6,4.5-8,5-6,acute,articulate,branched,cm,coarsely,cuneate,cyme,dichasial,dichasially,distal,ebracteate,elliptical,finely,globose,green,green-white,herbaceous,light,medium,minute,mm,monochasial,mucilaginous,obtuse,odd-pinnate,ovate,ovoid,perennial,proximal,pubescent,rounded,straight,violet,violet-purple,¼	na
155	wfo-0001027506	success	213	98	69	82	131	16	67	2	.2,0-10,0-2,0-6,0.5-1.5,0.7-1.3,0.8-1.5,1.2-1.5,1/3,2-3.2,3-5,3.5-5,6.5-10,acuminate,acute,anther,apex,apically,apparently,articulated,base,becoming,berry,branched,brown,calyx,cell,cm,cordate,cream,cuneate,dark,densely,diameter,entire,erect,filament,fine,fruit,green,lateral,leaf,length,lobe,long,margin,marking,maturity,mauve,mm,moderately,narrow-deltate,occasionally,orange,outline,ovate,pale,pedicel,peduncle,petiole,pit,prickle,prickly,purple,raised,shrub,small,smooth,sometimes,stellate-pubescent,stem,style,subentire,surface,terminal,tree,truncate,twice,unarmed,upper,yellow,young	-20,-3,-7,-7.5,.5,/2,/6,0-1,0-60,0.1-0.2-0.3-0.35,0.1-0.3,0.2,0.2-0.3,0.25,0.5-6,1-2,1-3,1-4,1.5-2.2,1.8,1/6-1/4,10-40,2.2-3.5,2.5-5,2.5-8,3-10,3-6,5-10,5-7,5-merous,6-13,7-8,7-9,8-10,9-13,abaxially,acuminat,alyx,ame,andromonoecious,apar,apart,bark,blade,brow,c.,chartaceous,concolorous,connivent,curved,distal,dry,drying,eaf,eed,elongating,equal,flattened,flattened-reniform,flower,free,fruiting,glabrescent,glabrous,hard,hermaphrodite,heterostylous,infructescence,lengt,lobed,long-styled,longer,lower,lowermost,mature,midpoint,multangulate,nflorescence,older,one,open,orange-brown,orolla,oung,pair,pendulous,per,pericarp,plant,plurifoliat,poricidal,porrect,portion,prickl,primary,ray,reddish,reduced,reflexed,ruit,scar,sessile,short-styled,simple,spaced,spherical,spreading,stalk,stalked,staminat,stellate,stout,tamen,tapering,terete,tertiary,time,tip,trichome,tube,unit,variously,vary,vein,venation,visible,way,wide,woody,yellow-green,ympodial	.8,abaxial,characteristic,colour,corolla,form,growth,inflorescence,na,ovary,seed,shape,staman,texture,type,width	.2,0-10,0-2,0-6,0.5-1.5,0.7-1.3,0.8-1.5,1.2-1.5,1/3,2-3.2,3-5,3.5-5,6.5-10,acuminate,acute,apically,apparently,articulated,base,becoming,berry,branched,brown,cell,cm,cordate,cream,cuneate,dark,densely,entire,erect,fine,green,lateral,length,long,marking,maturity,mauve,mm,moderately,narrow-deltate,occasionally,orange,outline,ovate,pale,pit,prickle,prickly,purple,raised,shrub,small,smooth,sometimes,stellate-pubescent,subentire,terminal,tree,truncate,twice,unarmed,upper,yellow,young	.8,na
156	wfo-0001027548	success	216	112	85	96	120	16	83	2	.3,0.3-1.2,0.5-2,1,1-1.5,1-2.5,1.2,1.5-2.5,10-12,4-8,4.5,6-9,acuminate,acute,almost,along,anther,apex,attenuate,base,berry,black,branched,branching,brown,calyx,cell,cm,corolla,dark,deltate,dendritic,densely,depressed-elliptic,diameter,elliptic,elongate,entire,filament,flattened-reniform,glabrous,globose,green,growth,immature,inflorescence,lamina,leaf,like,lilac,lobe,long,loose,loosely,many,margin,membranous,minutely,mm,narrowly,near,outline,pedicel,peduncle,per,petiole,pitted,puberulent,pubescent,rectangular,revolute,ripe,scattered,simple,slender,small,sparsely,stem,style,surface,terminal,testal,thickened,time,tinged,tiny,trichome,type,uniseriate,upper,usually,vein,vine,white,woody,x	-11.5,0.2,0.5,1-10,1-3.5,1.5,1.5-2,10-50,3-7,4-6,5-merou,7-10,8-9,abaxiall,adaxially,ag,also,although,alyx,anthesi,apart,apical,apparently,appearing,area,ark,articulated,articulation,axi,basal,beneath,bent,branch,bu,c.,capitate,conical,connivent,darker,deflexe,denser,drying,dull,eaf,early,eed,ellipsoid,em,exserted,extending,flexuous,flower,free,fruiting,geminat,glabrescen,glandular,half,herbarium,ilament,irregularly,leaving,lengthening,less,lobed,lon,long-styled,lower,matte,minute,mixed,new,nflorescence,occasionally,older,orolla,pair,pale,papillae,papillate,papillo,perfect,pericarp,planar,plurifoliate,point,pore,poricidal,portion,primary,prominent,rachi,reddish,ruit,scar,size,slit,sometimes,somewhat,spaced,sparse,specimen,spreading,stellate,stigma,strongly,swollen,tapering,thin,tip,transparent,tube,twinin,ud,unit,vary,warty,way,yellow,ympodial	8,abaxial,arrangement,characteristic,colour,form,fruit,height,length,na,ovary,plant,seed,shape,staman,texture	.3,0.3-1.2,0.5-2,1,1-1.5,1-2.5,1.2,1.5-2.5,10-12,4-8,4.5,6-9,acuminate,acute,almost,along,apex,attenuate,base,berry,black,branched,branching,brown,cell,cm,dark,deltate,dendritic,densely,depressed-elliptic,diameter,elliptic,elongate,entire,flattened-reniform,glabrous,globose,green,immature,lamina,like,lilac,long,loose,loosely,many,margin,membranous,minutely,mm,narrowly,near,outline,per,pitted,puberulent,pubescent,rectangular,revolute,ripe,scattered,simple,slender,small,sparsely,stem,surface,terminal,testal,thickened,time,tinged,tiny,trichome,uniseriate,upper,usually,vein,vine,white,woody,x	8,na
157	wfo-0001027581	success	200	95	54	62	138	33	41	13	abaxial,abaxially,acute,adaxial,anther,anthesi,apex,base,berry,branched,branching,broadly,brown,calyx,cm,corolla,dark,deltate,densely,diameter,elliptic,entire,evenly,filament,flattened-reniform,globose,golden,green,growth,inflorescence,leaf,length,lobe,many,margin,minutely,mm,moderately,nodding,pair,pedicel,peduncle,petiole,pitted,plane,primary,pubescent,purple,reddish,ripe,shrub,simple,small,sparsely,stem,stout,style,surface,terminal,time,tree,vein	0.2–0.3,0.3,0.3–1,0.5–1,0.5–1.5,1,1.2–1.5,1.3–1.5,1.5,1.5–2,1.5–3,10,100+,10–16,12,12–30,15–20,1–1.5,1–3-rayed,2.5–3,200,3.5–4.5,3–3.5,4.5–16,4–8,5-merou,6–7,7–10,7–9,8,8–10,9–11,9–9.5,>,ag,along,alyx,apar,ark,articulated,axe,beneath,brow,bulbous,c.,clavate,clearly,closely,connivent,cup-shaped,dichasia,discolorous,distally,drying,eaf,echinoid,eed,ellipsoidal,erec,exserted,flower,free,fruiting,glabrescent,glabrous,gradually,greyish,ilament,lamina,largest,lengthening,less,like,lobed,long,longest,loosely,lower,midvei,minute,mixed,multangulate,multiseriate,narrowing,near,new,nflorescence,older,orolla,papillo,part,per,perfect,pericarp,plurifoliate,pore,poricidal,porrect-stellate,portion,ray,reflexed,rhachi,ruit,scar,scarcely,sessile,shiny,short-stalked,size,slit,smaller,spaced,spreading,stalk,stellate,stigma,tall,tem,thin,tip,trichome,tube,ud,undersurface,unevenly,unit,upper,vary,varying,visible,way,weak,whit,wide,woody,yellow,yellowish,ympodial	1-1.5,1.3-1.5,1.5-2,1.5-3,2.5-3,3-3.5,4-8,7-10,7-9,9-11,9-9.5,arrangement,characteristic,colour,form,fruit,height,history,life,midvein,na,ovary,plant,pseudostipule,rachi,seed,shape,staman,tertiary,texture,unarmed,venation,ye	abaxially,acute,anthesi,apex,base,berry,branched,broadly,brown,cm,dark,deltate,densely,diameter,elliptic,entire,evenly,flattened-reniform,globose,golden,green,many,minutely,mm,moderately,nodding,pair,pitted,plane,pubescent,purple,reddish,ripe,shrub,simple,small,sparsely,stout,terminal,time,tree	1-1.5,1.3-1.5,1.5-2,1.5-3,2.5-3,3-3.5,4-8,7-10,7-9,9-11,9-9.5,na,ye
158	wfo-0001027584	success	142	96	53	68	74	28	50	3	0.5-1,0.5-1.5-2,0.9-1,0.9-2.5,1-1.2,1.5-2,1.6-1.9,10-15,2,2-10,3,3-.,4-6,4-7,7-10-16,abruptly,acuminate,anther,apex,attenuate,base,branched,broadly,calyx,cm,conical,corolla,darker,deltate,densely,diameter,ellipsoid,elliptic,filament,flattened,four,fruit,glabrous,green,herb,lobe,margin,minutely,mm,ovary,ovate,pair,pale,papillate,pedicel,peduncle,per,petiole,primary,reddish,reniform,shrub,sparsely,stem,stripe,style,suffruticose,surface,tan,time,vein,white,x	..,.5,1.2-1.4,1.5-8,100,11.5-45,2.5-3,4.5-20,8-9,absent,anthesi,apical,bark,becoming,beginning,beneath,branch,brittle,brow,c.,capitat,cell,cucullate,deflexe,dry,eaf,edicel,eed,erec,flower,fruiting,irregular,lamina,lobed,long,lower,markedly,narrowly,nearly,nflorescence,open,outer,outline,pericarp,planar,plurifoliat,pointed,present,regularly,ruit,scar,scattered,single,single-stemmed,sinuate,small,smooth,sparse,stigma,striate,testal,thickening,thin,tip,triangular,trichome,tube,tuft,ud,uniseriate,unit,wall,without,ympdoial	abaxial,adaxial,arrangement,branching,characteristic,colour,deflexed,form,growth,height,history,inflorescence,leaf,length,life,midvein,na,plant,plurifoliate,pseudostipule,rachi,seed,shape,staman,tertiary,texture,unarmed,venation	0.5-1,0.5-1.5-2,0.9-1,0.9-2.5,1-1.2,1.5-2,1.6-1.9,10-15,2,2-10,3,3-.,4-6,4-7,7-10-16,abruptly,acuminate,attenuate,branched,broadly,cm,conical,darker,deltate,densely,ellipsoid,elliptic,flattened,four,fruit,glabrous,green,herb,minutely,mm,ovate,pair,pale,papillate,per,reddish,reniform,shrub,sparsely,stripe,suffruticose,tan,time,white,x	deflexed,na,plurifoliate
