	coreid	status	nwords_original	nwords_result	nwords_val	nwords_recovered	nwords_omitted	nwords_created	nwords_recovered_val	nwords_created_val	common_words	original_only	result_only	common_words_val	val_only
90	wfo-0001026849	success	177	129	81	107	70	22	78	3	0-10,0.5-1,1-1.5,1-2,11,2-3,38/2,5,637/2,7-8,acute,adult,anther,apex,aspect,aster,axil,base,brown,calyx,capitate,cell,cm,colour,conical,corolla,cut,cyme,deflexed,discoidal,distinctly,ellipsoid,entire,exerted,expanded,facetted,filament,filled,flesh,floral,fork,fruiting,general,glabrous,glandular,globose,globular,granule,green,grey-brown,growth,hair,half,inflorescence,lavender,leaf,linear-lanceolate,little,lobe,long-cuneate,margin,mid-vein,minute,minutely,mm,oblong,oblong-lanceolate,ovary,pale,pedicel,peduncle,petiole,pore,poricidal,pruinose,purple,rarely,reproducing,reticulate,rh,rhachi,rotate,rounded,sea,seed,shallow,short-lived,shrub,simple,sinus,slightly,soon,stem,stigma,stone,stony,style,surface,tip,tube,unarmed,undulate,unit,vegetatively,violet,way,well	1,1-6,1.5-2.5,1.75-2,2,30-40-50,5-10,80-100-130,adherent,amongst,appearing,australian,berry,composed,conspicuous,curved,developed,dia,distinct,eed,emarginate,enlarge,erect,exceeding,except,flower,flowered,free,greater,gree,interacuminal,large,leave,lengthening,less,lon,long,loosely,lower,mature,maturity,native,nflorescence,occasionally,often,pal,pedicellate,petal,plurifoliat,preparation,relatively,ruit,ruiting,shed,slende,slit,soft-wooded,solanum,solitary,sometimes,somewhat,stout,thus,tissue,tub,ud,uvenile,x,ympodial,young	armament,bud,content,depth,enlarged,form,fruit,fruition,history,juvenile,length,life,plurifoliate,position,reproduction,shape,size,slender,structure,sympodial,texture,type	0-10,0.5-1,1-1.5,1-2,11,2-3,38/2,5,637/2,7-8,acute,aster,axil,brown,calyx,capitate,cm,conical,cut,cyme,deflexed,discoidal,distinctly,ellipsoid,entire,exerted,expanded,facetted,filled,fork,glabrous,glandular,globose,globular,granule,green,grey-brown,hair,half,lavender,leaf,linear-lanceolate,little,long-cuneate,mid-vein,minute,minutely,mm,oblong,oblong-lanceolate,pale,poricidal,pruinose,purple,rarely,reproducing,reticulate,rh,rotate,rounded,sea,seed,shallow,short-lived,shrub,simple,slightly,soon,stem,stony,tip,tube,unarmed,undulate,vegetatively,violet,way,well	enlarged,plurifoliate,slender
91	wfo-0001026858	success	150	115	71	86	64	29	66	5	0.8,0.8-1,1-10,1-11.5,1-4,1-5,1.3-1.5,1.5-4,2-4,2.5-3,3-4,3-5-15-30,4-24,4.5-10.5,6-10,6-18,6-7,abaxially,adaxially,apical,apically,branched,calyx,cell,cm,connate,corolla,covering,cyme,dehiscent,diameter,dichasial,dichasially,distal,filament,flower,glabrescent,glabrous,globose,green,green-white,hair-like,herbaceous,interjected,introrse,lateral,leaf,leaflet,light,lobe,long,maturing,mm,monochasial,oblong,odd-pinnate,often,ovoid,pedicel,peduncle,perennial,perfect,petiole,plant,poricidally,proximal,seed,shiny,short,size,slit,stellate,stigma,straight,style,testal,thick,throughout,triangular,tuber-bearing,typically,unit,wall,wide,yellow,¼	0-.,0.5,1-2-3-4,2-2.5,2-3,3-6-foliat,abruptly,acumen,acute,apex,articulate,base,cordate,cuneate,digestion,diminishing,dorsally,eaf,ebracteate,edge,eed,emoval,enzyme,exceeding,flat,folded,forked,generally,globo,half,honeycomb,living,lon,lower,lunat,make,minute,mucilaginous,mucronate,nflorescence,nther,oblique,obtuse,orolla,ovate,ovate-lanceolate,pair,pattern,plan,reveal,rounded,ruit,seudostipule,slightly,specimen,stamen,tal,tem,throughou,toward,vary,white-crea,without,ympodial	0-2,3-6-foliate,anther,arrangement,articulation,bract,branching,colour,connective,ebbrate,form,fruit,growth,height,inflorescence,length,lunate,number,ovary,pore,pseudostipule,shape,stem,structure,sympodial,texture,type,white-cream,width	0.8,0.8-1,1-10,1-11.5,1-4,1-5,1.3-1.5,1.5-4,2-4,2.5-3,3-4,3-5-15-30,4-24,4.5-10.5,6-10,6-18,6-7,apical,apically,branched,cell,cm,connate,covering,cyme,dehiscent,dichasial,dichasially,distal,glabrescent,glabrous,globose,green,green-white,hair-like,herbaceous,introrse,lateral,light,long,maturing,mm,monochasial,oblong,odd-pinnate,often,ovoid,perennial,perfect,poricidally,proximal,shiny,short,slit,stellate,straight,testal,thick,throughout,triangular,tuber-bearing,typically,wall,wide,yellow,¼	0-2,3-6-foliate,ebbrate,lunate,white-cream
92	wfo-0001026895	success	166	102	69	88	78	14	68	1	0.5-1,0.5-1.2,0.5-1.5,0.5-2,0.8-1,1-1.5,1.4-2.1,2-2.3,2-2.5,2-3,2.5-3.2,2/3,4.5-5,abaxial,acute,adaxial,along,anther,anthesi,apex,apically,attenuate,base,broadly,brown,calyx,capitate,cm,conical,corolla,dark,deflexed,dendritic,denser,drying,erect,filament,flattened,fruiting,glabrous,globose,green,incrassate,internodal,lamina,leaf,lobed,margin,minutely,mm,mustard,often,ovary,pale,pedicel,petiole,pitted,pointed,pore,pubescent,reddish,reniform,scattered,shape,shaped,shrub,shrublet,simple,size,small,somewhat,stigma,style,surface,swollen,swollen-based,tan,tear-drop,toothed,trichome,tube,type,uniseriate,vein,way,white,x,yellow	.5,0-0.5,1-5,1.5-2,3-12,5-6,5-8-flowered,apical,appearing,ba,bark,berry,borne,broad,campanulate,closely,contracted,deltoid,dia,differing,difoliate,eaf,edicel,eed,ellipsoid,elliptic,elongate,filiform,free,geminat,glabrate,hard,lateral,like,lobe,lon,long,long-exserted,lower,main,major,middle,minor,minute,narrowly,nflorescence,obovate,older,overlappin,pair,papillo,pericarp,poricidal,portion,present,projection,reddish-brow,ruit,scar,shoot,short,side,soon,spaced,sparsely,stem,tall,thin,tip,tub,tuft,ud,unit,usually,widest,woody,ympodial,young	0.5,branching,colour,diameter,form,fruit,growth,height,inflorescence,length,plant,position,seed,texture	0.5-1,0.5-1.2,0.5-1.5,0.5-2,0.8-1,1-1.5,1.4-2.1,2-2.3,2-2.5,2-3,2.5-3.2,2/3,4.5-5,acute,along,apically,attenuate,base,broadly,brown,capitate,cm,conical,dark,deflexed,dendritic,denser,drying,erect,flattened,glabrous,globose,green,incrassate,internodal,lamina,lobed,margin,minutely,mm,mustard,often,pale,pitted,pointed,pubescent,reddish,reniform,scattered,shaped,shrub,shrublet,simple,small,somewhat,swollen,swollen-based,tan,tear-drop,toothed,trichome,type,uniseriate,vein,way,white,x,yellow	0.5
93	wfo-0001026905	success	199	91	46	62	137	29	45	1	0-25,0.5-1.5,1/2-3/4,2.5-3.5,anther,articulated,attenuate,base,berry,branched,calyx,cell,chartaceous,cm,connivent,elongating,erect,flattened-reniform,fruit,fruiting,glabrous,inflorescence,lateral,leaf,length,lobed,long,lower,margin,marking,mature,maturity,mauve,mm,orange,outline,pedicel,per,petiole,pit,poricidal,prickle,prickly,raised,red,rounded,shrub,small,smooth,sometimes,spherical,stellate-pubescent,stem,subentire,surface,tapering,tip,trichome,usually,way,weakly,white	-4,.2,.5,0-10,0-2,0-20,0-3,0.1,0.15,0.2-0.3,0.2-0.5,0.3-0.4,0.4-0.9,0.4-1,0.4-1.5,0.5-0.7,0.6-0.7,0.7-1.4,0.75-1.1,0.9-1.3,1-2,1-2.5,1-20,1-3.7,1-4,1-6,1.9-2.5,1/3,1/4-2/3,1/5-1/3,2-3,2.5-2.9,2/3-3/,3-5,3-8,5-6,5-merous,6-8,7-8,abaxially,acuminat,acute,alyx,ame,apar,apart,apex,apically,apparently,bark,blade,brow,c.,cream,curved,dark,deltate,densely,diameter,difoliate,discolorous,distance,drying,dull,eaf,eed,equal,extending,eye,filament,flower,free,geminat,gray-green,green,infructescence,lobe,longer,midpoint,midvein,moderately,naked,oblong,older,one,open,orange-brown,orolla,oung,ovate,pair,pale,peduncle,pendulous,perfec,pericarp,porrect,portion,prickl,primary,ray,reduced,ruit,scar,sessile,shallowly,shorter,side,slender,somewhat,spaced,sparsely,spreading,stalk,stalked,stellate,straight,style,tamen,terete,tertiary,time,tube,unarmed,unit,upper,variously,vary,vein,venation,visible,wide,woody,yellow,yellow-green,ympodial,young	abaxial,adaxial,appressed,articulation,branching,colour,connective,corolla,form,growth,hair,heteromorphism,inflated,insertion,modification,na,number,odour,orientation,placement,pore,position,seed,shape,spot,staman,symmetry,texture,type	0-25,0.5-1.5,1/2-3/4,2.5-3.5,articulated,attenuate,base,berry,branched,cell,chartaceous,cm,connivent,elongating,erect,flattened-reniform,glabrous,lateral,lobed,long,maturity,mauve,mm,orange,outline,per,pit,poricidal,prickly,raised,red,rounded,shrub,small,smooth,sometimes,spherical,stellate-pubescent,subentire,tapering,tip,usually,way,weakly,white	na
94	wfo-0001026923	success	177	114	80	96	81	18	78	2	.1-0.3,.5,0.25-0.5,0.5-1,0.6-0.8,0.8-1,1,1-7,1.5-4,2,2-2.5,2-6,20-50,3-5,4-18,5-10,5-15,5-6,5-9,abaxially,acuminate,adaxially,anther,apex,base,black,branched,brown,calyx,chartaceous,cm,cuneate,curved,cylindrical,densely,diameter,directed,distally,elliptic,elliptic-ovate,entire,flattened,flower,forked,fruit,glabrescent,glabrous,globose,green,hair,intermediate,large,leaf,light,like,longitudinal,margin,mm,moderately,multangulate,oblong,opening,pedicel,peduncle,peltate,petiole,pore,possibly,pubescent,purple,rachi,red,ripening,rounded,rugulose,scale,sessile,shrub,simple,slit,small,sparsely,stellate,stem,stigma,straight,strongly,style,surface,tree,trichome,white,whitish,x,yellow,yellowish	-5,0-5,0.5,1-1.5,1-3,1-4,1.5-2,10,2-3,3-4,4-5-,absent,accrescent,acute,adaxiall,ag,apart,apparently,articulated,axe,ba,blade,capitat,center,connivent,covering,deltate,denser,eaf,eed,eglandular,equal,erect,filament,frui,fruiting,fused,geminate,gland-tippe,glandular,held,lanceolate,lateral,leaf-opposed,lobe,long,lower,many-foliate,midpoint,midvein,much,nearly,nflorescence,orange,orolla,paired,perfect,pubescence,ray,relatively,ruit,short,slightly,smaller,sometimes,somewhat,spaced,ste,subtending,tal,tamen,tem,time,tip,tube,unit,uprigh,usually,vary,wide,ympodial	age,arrangement,branching,capitate,colour,corolla,form,growth,height,inflorescence,length,ovary,plant,seed,shape,size,staman,texture	.1-0.3,.5,0.25-0.5,0.5-1,0.6-0.8,0.8-1,1,1-7,1.5-4,2,2-2.5,2-6,20-50,3-5,4-18,5-10,5-15,5-6,5-9,acuminate,black,branched,brown,chartaceous,cm,cuneate,curved,cylindrical,densely,diameter,directed,distally,elliptic,elliptic-ovate,entire,flattened,forked,glabrescent,glabrous,globose,green,hair,intermediate,large,light,like,longitudinal,mm,moderately,multangulate,oblong,opening,peltate,possibly,pubescent,purple,red,ripening,rounded,rugulose,scale,sessile,shrub,simple,slit,small,sparsely,stellate,stem,straight,strongly,tree,trichome,white,whitish,x,yellow,yellowish	age,capitate
95	wfo-0001026925	success	215	87	60	66	149	21	58	2	0-20,1-3.5,1/3-1/2,4-10,5-6,6-8,anther,base,berry,branched,calyx,chartaceous,cm,connivent,cream,curved,dark,deltate,elliptic,equal,flattened,flattened-reniform,flower,fruit,fruiting,gently,green,hair,lateral,leaf,length,lobed,long,long-styled,margin,marking,maturity,mauve,membranous,minute,mm,moderately,orange-brown,ovate,pale,per,petiole,poricidal,prickle,rarely,reflexed,short-styled,shrub,simple,spherical,stellate-pubescent,stem,straight,tapering,terminal,tip,way,white,yellow,yellow-orange,young	.5,/6,0,0-10,0-2,0-5,0-7,0.1,0.1-0.2,0.1-0.3,0.2,0.5-1.5,0.5-4,0.7-1.8,0.9-1.8,00-200,1-1.3,1-1.4,1-25,1-3,1-4,1.5-2,1.5-2.5,1.5-4.5,1.8-2,1.8-2.5,1/3,1/4-2/3,1/6-1/3,2-4,2-5,2.4-2.6,2.4-3,2.5-6,2/,3-20,3-7,4-14,4-5,4-7,5-8,5-merous,5.5-10,6-10,6-17,7-12,abaxially,acuminat,acute,alyx,ame,andromonoecious,apar,apart,apex,apically,apparently,articulated,attenuate,bark,blade,broad-deltate,brow,c.,concolorous,diameter,distal,distance,drying,eaf,eed,elongating,erect,extending,filament,free,glabrescent,glabrous,green-brown,hermaphrodite,heterostylous,infructescence,lobe,lobing,longer,lower,lowermost,mature,midpoint,midvein,narrow-deltate,nflorescence,oblong,older,one,open,orolla,oung,pair,pedicel,peduncle,pendent,pendulous,pericarp,plant,plurifoliat,porrect,portion,prickl,prickly,primary,ray,red-brown,reduced,rounded,ruit,scar,secondary,sessile,side,smooth,sometimes,spaced,sparsely,spreading,stalk,stalked,staminat,stellate,stout,style,surface,tamen,terete,tertiary,time,translucent,trichome,tube,unarmed,unit,upper,vary,vein,venation,visible,wide,woody,ympodial	100-200,abaxial,adaxial,branching,colour,corolla,form,growth,heteromorphism,inflorescence,number,orientation,placement,position,seed,shape,staman,symmetry,texture,type,zygomorphy	0-20,1-3.5,1/3-1/2,4-10,5-6,6-8,base,berry,branched,chartaceous,cm,connivent,cream,curved,dark,deltate,elliptic,equal,flattened,flattened-reniform,flower,gently,green,hair,lateral,lobed,long,long-styled,marking,maturity,mauve,membranous,minute,mm,moderately,orange-brown,ovate,pale,per,poricidal,prickle,rarely,reflexed,short-styled,shrub,simple,spherical,stellate-pubescent,stem,straight,tapering,terminal,tip,way,white,yellow,yellow-orange,young	100-200,zygomorphy
96	wfo-0001026946	success	205	123	88	103	102	20	86	2	0-20,0.5-2,0.9-4.3,1-2,1.5-2,1.6-3.7,10-39,12-23,2,2-15,2.5-10.5,3-20,3-5,3.5-10,4-7,4.1-9.4,5-7,6-24,8-15,abaxially,adaxially,anther,apparently,blade,borne,brownish,cell,chartaceous,cm,condition,connivent,corolla,creamy,deeply,densely,diameter,digestion,distal,drying,end,enzyme,filament,forked,fresh,fruit,generally,glabrous,globose,green,greenish,hair,half,herb,honeycomb-shaped,interjected,lanceolate,lateral,leaflet,lengthening,like,long,membranous,mm,mottled,odd-pinnate,ovoid,pair,pedicel,peduncle,pentagonal,perfect,plant,pore,poricidal,pubescent,pure,purple,removed,ripe,seed,short,short-pubescent,singly,size,slightly,slit,stellate,stem,streak,style,terminal,testal,tip,tuber,typically,unwinged,usually,wall,white,whitish,wing,x,yellow-white	0-5,0.9-3.5,1,1-10,1-4,2-5,2.7-9,3-6,5-merou,8-25,acumen,acuminate,acute,ag,along,alyx,apart,apex,articulation,attenuate,axe,axillary,base,berry,broadly,bud,capitat,ciliate,clavate,covering,dorsally,dot,eaf,edge,eed,elliptic,erec,especially,exceeding,except,extremely,flat,flower,folded,geminat,glabrou,greatly,green-white,hair-like,homostylous,living,lobe,lower,make,margin,midrib,minutely,mucilaginous,narrowly,nflorescence,oblique,often,orbicular,orolla,ovate,petiole,petiolulate,petiolule,plurifoliate,proximal,puberulent,pubescen,reduced,rounded,ruit,scattered,sessile,seudostipule,spaced,specimen,stamen,ste,stigma,stolo,straight,subequal,subtending,tall,tamen,tem,thick,thir,throughout,tri-,truncate,tube,unit,variable,vary,wet,yellow,ympodial	age,arrangement,branching,calyx,colour,flowering,form,growth,height,inflorescence,leaf,length,ovary,presence,pseudostipule,pubescence,shape,staman,stolon,texture	0-20,0.5-2,0.9-4.3,1-2,1.5-2,1.6-3.7,10-39,12-23,2,2-15,2.5-10.5,3-20,3-5,3.5-10,4-7,4.1-9.4,5-7,6-24,8-15,abaxially,adaxially,apparently,borne,brownish,chartaceous,cm,condition,connivent,creamy,deeply,densely,diameter,digestion,distal,drying,end,enzyme,forked,fresh,generally,glabrous,globose,green,greenish,hair,half,herb,honeycomb-shaped,lanceolate,lateral,lengthening,like,long,membranous,mm,mottled,odd-pinnate,ovoid,pentagonal,perfect,plant,pore,poricidal,pubescent,pure,purple,removed,ripe,short,short-pubescent,singly,slightly,slit,stellate,stem,streak,tip,typically,unwinged,usually,wall,white,whitish,wing,x,yellow-white	age,stolon
97	wfo-0001026962	success	205	110	76	91	114	19	74	2	.05,.5,0,0.3-0.7,0.8-1,1,1-1.2,1-1.5,1-2,1-3,1-4.5,1.5-2,1.5-5,10-12,15-22,2-2.5,2-6,2/3-3/4,3-3.5,4-5,6-7,acute,anther,apex,base,broadly,calyx,chartaceous,cm,corolla,darker,deltate,diameter,entire,filament,flattened-reniform,flower,free,fruit,glabrous,globose,green,incrassate,inflorescence,internodal,leaf,lobe,lobed,longitudinal,major,margin,minor,minutely,mm,oblong,occasionally,opening,opposite,pedicel,peduncle,petiole,pitted,pore,portion,rachi,rounded,sagittate,shaped,shrub,simple,size,slightly,slit,small,somewhat,stellate,stigma,style,surface,tear-drop,tip,tree,triangular,trichome,tube,unbranched,uniseriate,way,white,x,yellow	0.5,0.5-0.8,0.5-1,0.5-1.5,1-6,1.5-17,1.5-3,10-20,2-5,3-6,9-12,9-17,abaxially,abrupt,abruptly,accrescent,adaxially,ag,alyx,anthesi,apparently,appearing,arising,articulated,axe,bark,basebud,becoming,beneath,blade,brittle,bud,capitat,cell,closely,composed,connivent,constricted,cucullat,cylindrical,deflexed,densely,denser,differing,difoliate,dimorphic,dry,eaf,eed,elliptic,elongate,evenly,except,exerted,fruiting,geminat,glabrate,glabrou,ilament,later,lateral,like,long,main,material,narrowly,nflorescence,obconic,obovoid,often,older,one,orolla,oung,outline,ovate-lanceolate,overlapping,packed,pair,pale,papillose,paten,pendent,perfect,prominent,pubescen,pubescent,purplish,raised,reflexed,remaining,rest,rounder,ruit,slender,sometimes,soon,stem,straight,tal,tapering,tinged,tooth,trunk,unarmed,unifoliate,unit,vary,vein,whit,woody,yellowish,ympodial,young	abaxial,adaxial,age,arrangement,branching,capitate,colour,form,growth,hair,height,length,ovary,plant,position,seed,shape,texture,type	.05,.5,0,0.3-0.7,0.8-1,1,1-1.2,1-1.5,1-2,1-3,1-4.5,1.5-2,1.5-5,10-12,15-22,2-2.5,2-6,2/3-3/4,3-3.5,4-5,6-7,acute,base,broadly,chartaceous,cm,darker,deltate,entire,filament,flattened-reniform,flower,free,fruit,glabrous,globose,green,incrassate,internodal,leaf,lobed,longitudinal,major,minor,minutely,mm,oblong,occasionally,opening,opposite,pitted,portion,rounded,sagittate,shaped,shrub,simple,slightly,slit,small,somewhat,stellate,tear-drop,tip,tree,triangular,trichome,tube,unbranched,uniseriate,way,white,x,yellow	age,capitate
98	wfo-0001026964	success	128	103	67	80	48	23	62	5	.2,.5,0,0.5,0.5-1,1-1.2,1-2.5,10,10-30,2-2.5,2-4,3-5,3.5-7,4.5-8.5,7-8,acuminate,acute,along,anther,apex,attenuate,axillary,basal,base,beak,cm,conical,corolla,diameter,elliptic,equal,filament,filiform,fruiting,glabrous,globose,green,greenish,herb,horizontal,lateral,leaflet,lightly,lobed,long,long-attenuate,margin,minutely,mm,nearly,obovate,onto,ovary,pair,papillate,pedicel,petiole,petiolule,pinnate,poricidal,purple,rachi,rugose,shape,simple,size,smooth,somewhat,stigma,style,surface,terminal,tip,trichome,tube,uniseriate,unit,winged,x,yellow	?,anthesi,bearing,berry,calyx,capitat,conspicuously,differentiated,distinct,eaf,edicel,erec,exserted,fleshy,flower,free,glabrou,immature,known,lenticellate,line,lobe,lower,nflorescence,noddin,often,one,open,ot,portion,primary,pubescent,purpli,reflexed,ruit,scar,side,slender,small,sparsely,tal,tem,time,tub,ud,unifoliat,vein,ympodial	bud,capitate,colour,erect,form,fruit,glabrousnes,growth,height,inflorescence,leaf,length,nodding,number,plant,position,purplish,stem,structure,sympodial,type,unifoliate,winging	.2,.5,0,0.5,0.5-1,1-1.2,1-2.5,10,10-30,2-2.5,2-4,3-5,3.5-7,4.5-8.5,7-8,acuminate,acute,along,attenuate,axillary,base,cm,conical,diameter,elliptic,equal,filiform,glabrous,globose,green,greenish,herb,horizontal,lateral,lightly,lobed,long,long-attenuate,margin,minutely,mm,nearly,obovate,onto,pair,papillate,pinnate,poricidal,purple,rachi,rugose,shape,simple,size,smooth,somewhat,tip,trichome,uniseriate,winged,x,yellow	capitate,erect,nodding,purplish,unifoliate
99	wfo-0001026981	success	249	123	73	105	144	18	73	0	-2.5,0.1-0.3,0.15-0.2,0.2-0.4,0.25-0.4,0.3-0.5,0.3.6-0.8,0.4-0.5,0.4-0.7,0.4-2,0.45-1.3,0.5-0.3,0.5-30-35,0.6-1.4,0.6-2,0.7-0.8,0.8-1.2,0.8-6,0.9-1.4,0.9-1.5,1-2,1-2-cellular,1-3,1-3-celled,1-3.3,1-4,1.5-2.0,1.5-8.5,1/3,2-3-branched,3.5-14,6-10,7.5,absent,anther,apical,appendage,articulation,asymmetric,base,calyx,capitate,cm,coastal,column,conical,cordate,corolla,dark,densely,diameter,distal,entire,filament,fruit,fruiting,glandular,globose,green,herb,imparipinnate,interrupted,irregularly,lateral,leaf,leaflet,lime,lobe,lobed,margin,minutely,mm,occasionally,orange,ovary,patent,pedicel,peduncle,pentagonal,perennial,petiole,population,pseudostipule,pubescence,pubescent,rounded,shorter,simple,slender,sometimes,staminal,stem,sterile,stigma,style,terminal,trichome,tube,type,uniseriate,variously,velvety,villous,without,yellow	-0.4,-14,-4,-8,.2,.2-0.2,0-5,0.05-0.1,0.1-0.2,0.2,0.2-2,0.5,1,1.5-5,1.8-2.8,11,196.,2-3,2-locular,3-foliate,4,4-8,4-celled,<,abaxially,absen,abundant,academy,accrescent,acute,adaxially,adpressed,along,amongst,angled,anthesi,apex,appearance,appressed,articulated,axi,basiscopically,bay,beak,becoming,bract,bracteole-like,brown,cell,citrus-like,composed,cone,d,deltate,eaf,ebracteate,edicel,eed,erect,exserted,flower,giving,glabrescent,gree,hair-like,half,halfway,head,included,initially,interjected,internode,jointles,larger,later,less,like,linear,lon,long,lower,mainly,maturity,mixed,much,multicellular,narrowly,nflorescence,obovate,orbicular,outgrowth,ovate,pair,pale,per,petiolule,plant,present,primary,procumbent,pronounced,proximal,rachi,reflexed,rick,robust,ruit,scen,secondary,see,sessile,several,shaggy,shaped,short,silky,smaller,sparsely,sparser,specimen,spreadin,straight,strong,surface,tangled,tem,tertiary,testa,thick,tightly,transparent,tub,uni-,unicellular,unit,upto,usually,viny,wall,wide,winged,ympodial,‘,’	abaxial,adaxial,arrangement,branching,bud,colour,form,glandularity,growth,history,inflorescence,length,life,seed,shape,texture,thicknes,width	-2.5,0.1-0.3,0.15-0.2,0.2-0.4,0.25-0.4,0.3-0.5,0.3.6-0.8,0.4-0.5,0.4-0.7,0.4-2,0.45-1.3,0.5-0.3,0.5-30-35,0.6-1.4,0.6-2,0.7-0.8,0.8-1.2,0.8-6,0.9-1.4,0.9-1.5,1-2,1-2-cellular,1-3,1-3-celled,1-3.3,1-4,1.5-2.0,1.5-8.5,1/3,2-3-branched,3.5-14,6-10,7.5,absent,articulation,asymmetric,capitate,cm,conical,cordate,dark,densely,distal,entire,glandular,globose,green,herb,imparipinnate,interrupted,irregularly,lime,lobed,minutely,mm,occasionally,orange,patent,pentagonal,perennial,pubescent,rounded,shorter,simple,slender,sometimes,trichome,uniseriate,variously,velvety,villous,without,yellow	
100	wfo-0001026992	success	243	130	92	112	131	18	90	2	0.2-0.5,0.25-0.45,0.5-1.2,0.6-1.5,1-4,1.2-1.4,1.2-1.7,1.4-1.6,1.4-1.9,1.5-3.4,1.7-1.9,1.7-2.4,1.7-4.3,1/2,2-10,2.8-4.7,3-4,3.3-5.5,3.3-5.6,5.3-12.1,6-10,8,8-11,8-14,abruptly,acuminate,acute,anther,apart,apex,appressed,attenuate,bark,base,blunt-tipped,branch,branched,broadly,brown,calyx,chartaceous,cm,corolla,crown,dark,deltoid,diameter,drying,echinoid,elliptic,entire,filament,flat-topped,flower,fruit,globose,granular-tomentose,greenish,hair,lance-ovate,lanceolate,leaf,length,lobe,many,margin,mm,moderately,multangulate,often,orange-tan,ovate,pedicel,peduncle,petiole,plant,porrect-stellate,pubescent,rachi,rather,reniform,reticulate-punctate,ripe,scabridulous-,sessile,short,short-stalked,shrub,simple,size,small,sometimes,sparingly,spreading,stalked,stellate,stigma,stout-stalked,style,subcampanulate,surface,tan,thin-textured,time,tomentose,tree,velutinous,way,whitish,x,yellow,yellowish	-2.5,/7,0.8-3.4,00-170,1.3-2.6,1.3-4.3,10-12,12-33,2-5.6,2.3-3.3,2.6-4.6,2.8-4.6,4-8,5-15,5-merou,abaxial,abaxially,accrescent,adaxiall,adaxially,ag,along,alyx,angled,anthesi,apparently,approximately,around,articulated,axe,axillary,ba,berry,blade,capitat,completely,coriaceous,covering,cylindrical,densely,directed,distally,eaf,echinoi,edge,eed,enveloping,equal,evident,exserted,farinose,fleshy,forming,free,fruiting,geminate,glabrescen,glabrous,grooved,high,homostylous,immature,inserted,lacking,lateral,lengthening,less,line,lobed,long,long-stalked,longitudinal,longitudinally,lower,m.,main,mature,maturity,midrib,minute,mostly,nearly,nflorescence,oblong,obtuse,occasional,occasionally,older,orolla,ovate-lanceolate,overlapping,perfect,plurifoliate,pore,poricidal,pubescence,rare,ruit,runk,semi-ovate,short-,shorter,side,slit,somewhat,spaced,split,stamen,stem,subglobose,suture,tamen,terete,terminal,tip,tube,ud,unarme,unarmed,unequal,unit,usually,vary,vein,violet,weakly,white,wide,ympodial,young,½	100-170,arrangement,branching,bud,capitate,colour,form,growth,height,inflorescence,insertion,ovary,seed,shape,spacing,staman,texture,trunk	0.2-0.5,0.25-0.45,0.5-1.2,0.6-1.5,1-4,1.2-1.4,1.2-1.7,1.4-1.6,1.4-1.9,1.5-3.4,1.7-1.9,1.7-2.4,1.7-4.3,1/2,2-10,2.8-4.7,3-4,3.3-5.5,3.3-5.6,5.3-12.1,6-10,8,8-11,8-14,abruptly,acuminate,acute,apart,appressed,attenuate,base,blunt-tipped,branched,broadly,brown,chartaceous,cm,dark,deltoid,diameter,drying,echinoid,elliptic,entire,flat-topped,flower,fruit,globose,granular-tomentose,greenish,lance-ovate,lanceolate,many,mm,moderately,multangulate,often,orange-tan,ovate,porrect-stellate,pubescent,rather,reniform,reticulate-punctate,ripe,scabridulous-,sessile,short,short-stalked,shrub,simple,small,sometimes,sparingly,spreading,stalked,stellate,stout-stalked,subcampanulate,tan,thin-textured,time,tomentose,tree,velutinous,way,whitish,x,yellow,yellowish	100-170,capitate
